Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S99418250,Snow Goose,Anser caerulescens,242,1,US-CT,Fairfield,L473325,Seaside Park,41.1615162,-73.1931067,2021-12-25,02:50 PM,eBird - Traveling Count,69,1,7.467,,1,,,,398940741
S97969115,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),277,2,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-11-23,10:59 AM,eBird - Traveling Count,43,1,.885,,2,,"one white, one graylag-like"
S97749531,Canada Goose,Branta canadensis,303,36,US-RI,Providence,L12289642,Snake Den Farm,41.8444131,-71.5421457,2021-11-18,01:39 PM,eBird - Traveling Count,68,1,2.623,,2
S99287614,Canada Goose,Branta canadensis,303,100,US-RI,Providence,L4343578,St. Ann's Cemetery,41.7992154,-71.4644766,2021-12-22,02:16 PM,eBird - Traveling Count,50,1,1.835,,2
S87410864,Canada Goose,Branta canadensis,303,4,US-CT,Tolland,L11646910,"Hanks Hill Road, Mansfield, Connecticut, US",41.8025286,-72.2234609,2021-05-08,06:37 AM,eBird - Traveling Count,57,1,.998,,1
S83158321,Canada Goose,Branta canadensis,303,2,US-CT,Tolland,L197185,Mansfield Hollow Dam,41.75616,-72.1791298,2021-03-10,04:12 PM,eBird - Traveling Count,73,1,2.8,,2
S86402031,Canada Goose,Branta canadensis,303,2,US-CT,Tolland,L10989593,"River Road yard, Mansfield, Connecticut, US",41.8243258,-72.171749,2021-04-26,07:15 AM,eBird - Traveling Count,14,1,.29,,1
S82265617,Canada Goose,Branta canadensis,303,7,US-CT,Tolland,L11125109,Talcottville Pond and Ravine Trail,41.8229997,-72.497467,2021-02-24,11:14 AM,eBird - Traveling Count,51,1,1.674,,2
S96697165,Canada Goose,Branta canadensis,303,60,US-CT,Tolland,L130668,UConn--Lot W,41.8179893,-72.2601242,2021-10-25,12:44 PM,eBird - Traveling Count,55,1,.08,,1,,Minimum count. Nothing odd among them.
S78737863,Canada Goose,Branta canadensis,303,58,US-CT,Tolland,L130669,UConn--Mirror Lake,41.8067207,-72.2478333,2021-01-05,03:11 PM,eBird - Traveling Count,82,1,4.377,,1,,by Mirror Lake
S79274949,Canada Goose,Branta canadensis,303,59,US-CT,Tolland,L130669,UConn--Mirror Lake,41.8067207,-72.2478333,2021-01-14,03:04 PM,eBird - Traveling Count,88,1,3.154,,1,,w/ male mallard on mirror lake
S83040891,Canada Goose,Branta canadensis,303,55,US-CT,Tolland,L130669,UConn--Mirror Lake,41.8067207,-72.2478333,2021-03-08,04:51 PM,eBird - Traveling Count,66,1,2.977,,1,,,,314952571 314952661
S85803278,Canada Goose,Branta canadensis,303,5,US-RI,Washington,L525760,John H. Chafee NWR,41.4521763,-71.4508188,2021-04-18,10:04 AM,eBird - Traveling Count,25,1,1.03,,2
S99695929,Canada Goose,Branta canadensis,303,50,US-RI,Washington,L2095626,Perry Pond,41.3828624,-71.6319323,2021-12-30,12:50 PM,eBird - Stationary Count,10,1,,,2
S85753844,Canada Goose,Branta canadensis,303,1,US-RI,Washington,L340514,Point Judith Lighthouse,41.3615,-71.481,2021-04-17,04:00 PM,eBird - Traveling Count,10,1,.402,,1
S95926430,Canada Goose,Branta canadensis,303,50,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2021-10-10,11:42 AM,eBird - Traveling Count,103,1,3.943,,1
S96813924,Canada Goose,Branta canadensis,303,200,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2021-10-28,11:07 AM,eBird - Traveling Count,94,1,3.573,,2
S97843692,Canada Goose,Branta canadensis,303,200,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2021-11-20,12:09 PM,eBird - Traveling Count,134,1,4.587,,2
S95928462,Canada Goose,Branta canadensis,303,30,US-RI,Washington,L734821,Trustom Pond NWR--Mud Pond,41.372135,-71.5730658,2021-10-10,01:40 PM,eBird - Traveling Count,12,1,.322,,1
S92009252,Canada Goose,Branta canadensis,303,20,US-VA,Williamsburg,L1351551,Colonial Williamsburg,37.2723415,-76.7006765,2021-07-19,05:06 PM,eBird - Traveling Count,60,0,3.315,,2
S89233811,Canada Goose,Branta canadensis,303,1,US-CT,Windham,L733224,Goodwin Conservation Center,41.7757413,-72.0809791,2021-05-29,05:30 PM,eBird - Traveling Count,83,1,3.283,,2
S66840411,Canada Goose,Branta canadensis,303,2,US-CT,Windham,L11064286,"Main Street, Windham, Connecticut, US",41.7106887,-72.2090625,2020-04-08,06:51 PM,eBird - Casual Observation,,0,,,1
S78377316,Canada Goose,Branta canadensis,303,5,US-CT,Windham,L795986,Mansfield Lake/Airport Trail,41.7500557,-72.1740818,2020-12-31,02:21 PM,eBird - Traveling Count,104,1,4.748,,2
S80163937,Canada Goose,Branta canadensis,303,50,US-CT,Windham,L2508471,Plainfield --  Quinebaug Valley Fish Hatchery,41.7321736,-71.9193819,2021-01-30,02:39 PM,eBird - Traveling Count,130,1,3.943,,2,,approx. count. small and large group flyovers.
S85185441,Canada Goose,Branta canadensis,303,2,US-CT,Windham,L2837713,"Pumpkin Hill Rd., Ashford",41.835535,-72.128705,2021-04-09,04:14 PM,eBird - Traveling Count,46,1,1.722,,2
S78020065,Canada Goose,Branta canadensis,303,X,US-CT,,L108927,Connecticut,41.52282,-72.7572,1900-01-01,,eBird - Casual Observation,,0,,,,,,List-building Checklist
S85268326,Mute Swan,Cygnus olor,337,2,US-CT,Middlesex,L14406548,"Connecticut River, East Haddam, Connecticut, US (41.451, -72.465)",41.4513675,-72.4652205,2021-04-10,11:05 AM,eBird - Traveling Count,82,1,12.392,,2,P Pair in Suitable Habitat,,Riverquest Eagle/Osprey tour - south of swing bridge
S95371593,Mute Swan,Cygnus olor,337,56,US-CT,Middlesex,L14406548,"Connecticut River, East Haddam, Connecticut, US (41.451, -72.465)",41.4513675,-72.4652205,2021-09-29,04:33 PM,eBird - Traveling Count,136,1,2.881,,2,,19 cygnets,Swallow Cruise aboard Riverquest. Accidentally ended track early. Went about 16 miles south on the CT River down to phragmites near the 95 bridge in Old Saybrook to see the tree swallows come in to roost.
S84718131,Mute Swan,Cygnus olor,337,1,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-03,01:45 PM,eBird - Traveling Count,213,1,8.948,,2,,,,332656311
S86745310,Mute Swan,Cygnus olor,337,2,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-30,11:56 AM,eBird - Traveling Count,25,1,1.062,,1,P Pair in Suitable Habitat,,Swan pond
S96234323,Mute Swan,Cygnus olor,337,20,US-RI,Providence,L1139391,"East Bay Bike Path, East Providence",41.7959681,-71.3778949,2021-10-16,01:06 PM,eBird - Traveling Count,78,1,3.074,,2
S99520373,Mute Swan,Cygnus olor,337,1,US-RI,Providence,L8596244,India Point Park,41.8172568,-71.3903618,2021-12-27,12:04 PM,eBird - Traveling Count,61,1,1.175,,2
S99287614,Mute Swan,Cygnus olor,337,2,US-RI,Providence,L4343578,St. Ann's Cemetery,41.7992154,-71.4644766,2021-12-22,02:16 PM,eBird - Traveling Count,50,1,1.835,,2
S79700884,Mute Swan,Cygnus olor,337,1,US-CT,Tolland,L197185,Mansfield Hollow Dam,41.75616,-72.1791298,2021-01-22,11:29 AM,eBird - Traveling Count,83,1,1.465,,2,,"single swan seen on central portion of lake, north of dam. could be seen from various points on the red trail."
S79769581,Mute Swan,Cygnus olor,337,1,US-CT,Tolland,L197185,Mansfield Hollow Dam,41.75616,-72.1791298,2021-01-23,03:08 PM,eBird - Traveling Count,34,1,1.786,,2
S97706733,Mute Swan,Cygnus olor,337,2,US-RI,Washington,L490189,Camp Cronin,41.3621949,-71.4872164,2021-11-17,11:56 AM,eBird - Traveling Count,30,1,.805,,2
S95926430,Mute Swan,Cygnus olor,337,1,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2021-10-10,11:42 AM,eBird - Traveling Count,103,1,3.943,,1
S97843692,Mute Swan,Cygnus olor,337,2,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2021-11-20,12:09 PM,eBird - Traveling Count,134,1,4.587,,2
S78020065,Mute Swan,Cygnus olor,337,X,US-CT,,L108927,Connecticut,41.52282,-72.7572,1900-01-01,,eBird - Casual Observation,,0,,,,,,List-building Checklist
S83501638,Tundra Swan,Cygnus columbianus,343,2,US-CT,Windham,L473651,"Leander Pond, Ashford ",41.8377871,-72.1887589,2021-03-16,09:00 AM,eBird - Stationary Count,30,1,,,1,,"Two sleeping. They occasionally lifted their heads, showing a black bill and short straight necks. Too difficult to see yellow spot by eye. Found by Steve Morytko yesterday - ran into him while observing today."
S86269606,Wood Duck,Aix sponsa,406,2,US-CT,Hartford,L14593990,"Scantic River State Park Access, East Windsor, Connecticut, US (41.939, -72.547)",41.9386233,-72.5465753,2021-04-24,03:48 PM,eBird - Traveling Count,38,1,1.094,,2
S88986971,Wood Duck,Aix sponsa,406,1,US-CT,Hartford,L109160,Station 43,41.8338915,-72.6233196,2021-05-25,05:28 PM,eBird - Traveling Count,63,1,1.175,,2
S72702931,Wood Duck,Aix sponsa,406,1,US-CT,Hartford,L212503,Wickham Park,41.7861664,-72.5779152,2020-08-22,01:27 PM,eBird - Casual Observation,,0,,,2,N Visiting Probable Nest Site,"near nesting box, not close enough to tell sex/age"
S85268075,Wood Duck,Aix sponsa,406,2,US-CT,Middlesex,L14406548,"Connecticut River, East Haddam, Connecticut, US (41.451, -72.465)",41.4513675,-72.4652205,2021-04-10,09:50 AM,eBird - Traveling Count,75,1,9.093,,2,P Pair in Suitable Habitat,,Riverquest Eagle/Osprey tour - north of swing bridge
S86358548,Wood Duck,Aix sponsa,406,4,US-CT,Windham,L2508471,Plainfield --  Quinebaug Valley Fish Hatchery,41.7321736,-71.9193819,2021-04-25,01:03 PM,eBird - Traveling Count,157,1,3.38,,1,P Pair in Suitable Habitat
S87504544,Wood Duck,Aix sponsa,406,2,US-CT,Windham,L2508471,Plainfield --  Quinebaug Valley Fish Hatchery,41.7321736,-71.9193819,2021-05-08,03:04 PM,eBird - Traveling Count,68,1,2.865,,1
S94224487,Wood Duck,Aix sponsa,406,6,US-CT,Windham,L2508471,Plainfield --  Quinebaug Valley Fish Hatchery,41.7321736,-71.9193819,2021-09-05,08:38 AM,eBird - Traveling Count,129,1,3.557,,1
S85185441,Wood Duck,Aix sponsa,406,4,US-CT,Windham,L2837713,"Pumpkin Hill Rd., Ashford",41.835535,-72.128705,2021-04-09,04:14 PM,eBird - Traveling Count,46,1,1.722,,2
S97969115,Gadwall,Mareca strepera,447,10,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-11-23,10:59 AM,eBird - Traveling Count,43,1,.885,,2
S83755169,Gadwall,Mareca strepera,447,6,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-03-20,12:15 PM,eBird - Traveling Count,36,1,.644,,2
S99520373,Gadwall,Mareca strepera,447,6,US-RI,Providence,L8596244,India Point Park,41.8172568,-71.3903618,2021-12-27,12:04 PM,eBird - Traveling Count,61,1,1.175,,2
S99695929,Gadwall,Mareca strepera,447,1,US-RI,Washington,L2095626,Perry Pond,41.3828624,-71.6319323,2021-12-30,12:50 PM,eBird - Stationary Count,10,1,,,2
S95928462,Gadwall,Mareca strepera,447,4,US-RI,Washington,L734821,Trustom Pond NWR--Mud Pond,41.372135,-71.5730658,2021-10-10,01:40 PM,eBird - Traveling Count,12,1,.322,,1
S97969115,American Wigeon,Mareca americana,456,30,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-11-23,10:59 AM,eBird - Traveling Count,43,1,.885,,2
S99591623,American Wigeon,Mareca americana,456,3,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-12-28,03:16 PM,eBird - Traveling Count,35,1,1.094,,2
S82342819,American Wigeon,Mareca americana,456,50,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-01-24,01:00 PM,eBird - Traveling Count,30,1,.805,,2
S83755169,American Wigeon,Mareca americana,456,24,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-03-20,12:15 PM,eBird - Traveling Count,36,1,.644,,2
S99197467,Mallard,Anas platyrhynchos,483,8,US-MA,Bristol,L1431929,Dighton Rock SP,41.8117549,-71.106309,2021-12-20,03:00 PM,eBird - Traveling Count,78,1,.209,,2
S99418250,Mallard,Anas platyrhynchos,483,24,US-CT,Fairfield,L473325,Seaside Park,41.1615162,-73.1931067,2021-12-25,02:50 PM,eBird - Traveling Count,69,1,7.467,,1
S78377100,Mallard,Anas platyrhynchos,483,X,US-MA,Hampshire,L207632,South Hadley,42.25839,-72.57453,1900-01-01,,eBird - Casual Observation,,0,,,,,,List-building Checklist
S97969115,Mallard,Anas platyrhynchos,483,6,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-11-23,10:59 AM,eBird - Traveling Count,43,1,.885,,2
S99591623,Mallard,Anas platyrhynchos,483,30,US-RI,Kent,L634993,Apponaug Cove,41.6953469,-71.4527607,2021-12-28,03:16 PM,eBird - Traveling Count,35,1,1.094,,2
S85268075,Mallard,Anas platyrhynchos,483,3,US-CT,Middlesex,L14406548,"Connecticut River, East Haddam, Connecticut, US (41.451, -72.465)",41.4513675,-72.4652205,2021-04-10,09:50 AM,eBird - Traveling Count,75,1,9.093,,2,,,Riverquest Eagle/Osprey tour - north of swing bridge
S95371593,Mallard,Anas platyrhynchos,483,20,US-CT,Middlesex,L14406548,"Connecticut River, East Haddam, Connecticut, US (41.451, -72.465)",41.4513675,-72.4652205,2021-09-29,04:33 PM,eBird - Traveling Count,136,1,2.881,,2,,,Swallow Cruise aboard Riverquest. Accidentally ended track early. Went about 16 miles south on the CT River down to phragmites near the 95 bridge in Old Saybrook to see the tree swallows come in to roost.
S78013185,Mallard,Anas platyrhynchos,483,8,US-CT,New Haven,L109239,Bent of the River Sanctuary,41.4700009,-73.25881,2020-12-26,12:23 PM,eBird - Traveling Count,104,1,3.766,,1
S79032532,Mallard,Anas platyrhynchos,483,8,US-CT,New Haven,L109239,Bent of the River Sanctuary,41.4700009,-73.25881,2021-01-10,02:12 PM,eBird - Traveling Count,75,1,2.816,,1,,"2 groups. 3m 2f, 2m 1f"
S86853935,Mallard,Anas platyrhynchos,483,1,US-CT,New Haven,L109239,Bent of the River Sanctuary,41.4700009,-73.25881,2021-05-01,05:31 PM,eBird - Traveling Count,81,1,2.14,,1
S84718131,Mallard,Anas platyrhynchos,483,4,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-03,01:45 PM,eBird - Traveling Count,213,1,8.948,,2,P Pair in Suitable Habitat
S84715482,Mallard,Anas platyrhynchos,483,2,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-03,06:30 PM,eBird - Casual Observation,,0,,,1,P Pair in Suitable Habitat
S86743803,Mallard,Anas platyrhynchos,483,1,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-30,09:54 AM,eBird - Traveling Count,27,1,.821,,1,,,Meig's Point parking lot area
S86745310,Mallard,Anas platyrhynchos,483,4,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-04-30,11:56 AM,eBird - Traveling Count,25,1,1.062,,1,P Pair in Suitable Habitat,,Swan pond
S87448824,Mallard,Anas platyrhynchos,483,2,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-05-08,11:24 AM,eBird - Traveling Count,31,1,.933,,1,,,Meig's Point
S87464719,Mallard,Anas platyrhynchos,483,2,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2021-05-08,12:03 PM,eBird - Traveling Count,56,1,1.722,,1,P Pair in Suitable Habitat,,Willard's
S86745403,Mallard,Anas platyrhynchos,483,2,US-CT,New Haven,L1150714,West River Park,41.3085351,-72.9544115,2021-04-30,02:07 PM,eBird - Traveling Count,32,1,.531,,1
S83755169,Mallard,Anas platyrhynchos,483,3,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-03-20,12:15 PM,eBird - Traveling Count,36,1,.644,,2
S87294308,Mallard,Anas platyrhynchos,483,12,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-05-06,07:02 PM,eBird - Traveling Count,27,1,.418,,2
S87419419,Mallard,Anas platyrhynchos,483,6,US-CT,New London,L1595593,Goshen Cove,41.303347,-72.1201248,2021-05-08,08:43 AM,eBird - Traveling Count,52,1,.917,,1
S87293887,Mallard,Anas platyrhynchos,483,2,US-CT,New London,L297947,Harkness Memorial SP,41.3014861,-72.1119044,2021-05-06,05:36 PM,eBird - Traveling Count,85,1,2.301,,2
S95943930,Mallard,Anas platyrhynchos,483,1,US-CT,New London,L297947,Harkness Memorial SP,41.3014861,-72.1119044,2021-10-10,04:53 PM,eBird - Traveling Count,47,1,1.802,,1
S87826395,Mallard,Anas platyrhynchos,483,2,US-NC,Onslow,L14881241,"River Drive, North Topsail Beach, North Carolina, US (34.527, -77.346)",34.5266802,-77.3463186,2021-05-11,11:43 AM,eBird - Casual Observation,,0,,,1
S88613477,Mallard,Anas platyrhynchos,483,1,US-NC,Onslow,L14881241,"River Drive, North Topsail Beach, North Carolina, US (34.527, -77.346)",34.5266802,-77.3463186,2021-05-20,04:28 PM,eBird - Casual Observation,,0,,,1
S94289564,Mallard,Anas platyrhynchos,483,48,US-RI,Providence,L804728,Blackstone Park,41.8343019,-71.3799763,2021-09-06,01:58 PM,eBird - Traveling Count,86,1,2.317,,2
S96228949,Mallard,Anas platyrhynchos,483,10,US-RI,Providence,L216062,Bold Point,41.8144807,-71.3901623,2021-10-16,12:38 PM,eBird - Traveling Count,19,1,.37,,2
S96234323,Mallard,Anas platyrhynchos,483,3,US-RI,Providence,L1139391,"East Bay Bike Path, East Providence",41.7959681,-71.3778949,2021-10-16,01:06 PM,eBird - Traveling Count,78,1,3.074,,2
S99520373,Mallard,Anas platyrhynchos,483,6,US-RI,Providence,L8596244,India Point Park,41.8172568,-71.3903618,2021-12-27,12:04 PM,eBird - Traveling Count,61,1,1.175,,2
S99287590,Mallard,Anas platyrhynchos,483,30,US-RI,Providence,L4377381,Pocasset Cemetery,41.8028945,-71.4596379,2021-12-22,03:33 PM,eBird - Traveling Count,25,1,.628,,2
S99287614,Mallard,Anas platyrhynchos,483,2,US-RI,Providence,L4343578,St. Ann's Cemetery,41.7992154,-71.4644766,2021-12-22,02:16 PM,eBird - Traveling Count,50,1,1.835,,2
